case,backend,rc,time_s,run_log
dma_tma_v2_reduce_profile,gvm,0,20,/home/liyb/ventus-env/testcases/_get_case/dma_tma_v2_reduce_perf_test/log/dma_tma_v2_reduce_profile.gvm.20260810-205214.run.log
