suite,family,direction,method,case_id,h100_status,h100_parameters,h100_samples,h100_cycle_median,b200_status,b200_parameters,b200_samples,b200_cycle_median,ventus_status,ventus_parameters,ventus_samples,ventus_cycle,notes
feature,capacity,s2g,tma,size_128,passed,bytes=128;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,62,passed,bytes=128;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,93,passed,bytes=128;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,1,88,exact numeric parameters
feature,capacity,g2s,cooperative128,size_16384,passed,bytes=16384;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,461,passed,bytes=16384;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,399,not_in_ventus_list,,0,,CUDA cooperative reference; no Ventus list analog
feature,capacity,g2s,cooperative32,size_16384,passed,bytes=16384;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,836,passed,bytes=16384;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,1066,not_in_ventus_list,,0,,CUDA cooperative reference; no Ventus list analog
feature,capacity,g2s,tma,size_16384,passed,bytes=16384;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,608,passed,bytes=16384;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,609,passed,bytes=16384;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,1,565,exact numeric parameters
feature,capacity,roundtrip,cooperative128,size_16384,passed,bytes=16384;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,979,passed,bytes=16384;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,1970.500,not_in_ventus_list,,0,,CUDA cooperative reference; no Ventus list analog
feature,capacity,roundtrip,cooperative32,size_16384,passed,bytes=16384;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,3659.500,passed,bytes=16384;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,6183.500,not_in_ventus_list,,0,,CUDA cooperative reference; no Ventus list analog
feature,capacity,roundtrip,tma,size_16384,passed,bytes=16384;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,1209,passed,bytes=16384;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,1224,passed,bytes=16384;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,1,1071,exact numeric parameters
feature,capacity,s2g,cooperative128,size_16384,passed,bytes=16384;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,651,passed,bytes=16384;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,409,not_in_ventus_list,,0,,CUDA cooperative reference; no Ventus list analog
feature,capacity,s2g,cooperative32,size_16384,passed,bytes=16384;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,917,passed,bytes=16384;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,1090,not_in_ventus_list,,0,,CUDA cooperative reference; no Ventus list analog
feature,capacity,s2g,tma,size_16384,passed,bytes=16384;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,570,passed,bytes=16384;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,601,passed,bytes=16384;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,1,523,exact numeric parameters
feature,capacity,g2s,cooperative128,size_2048,passed,bytes=2048;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,161,passed,bytes=2048;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,157,not_in_ventus_list,,0,,CUDA cooperative reference; no Ventus list analog
feature,capacity,g2s,cooperative32,size_2048,passed,bytes=2048;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,287,passed,bytes=2048;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,233,not_in_ventus_list,,0,,CUDA cooperative reference; no Ventus list analog
feature,capacity,g2s,tma,size_2048,passed,bytes=2048;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,460,passed,bytes=2048;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,461,passed,bytes=2048;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,1,173,exact numeric parameters
feature,capacity,roundtrip,cooperative128,size_2048,passed,bytes=2048;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,341,passed,bytes=2048;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,336,not_in_ventus_list,,0,,CUDA cooperative reference; no Ventus list analog
feature,capacity,roundtrip,cooperative32,size_2048,passed,bytes=2048;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,533,passed,bytes=2048;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,581,not_in_ventus_list,,0,,CUDA cooperative reference; no Ventus list analog
feature,capacity,roundtrip,tma,size_2048,passed,bytes=2048;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,613,passed,bytes=2048;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,628,passed,bytes=2048;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,1,315,exact numeric parameters
feature,capacity,s2g,cooperative128,size_2048,passed,bytes=2048;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,236,passed,bytes=2048;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,151,not_in_ventus_list,,0,,CUDA cooperative reference; no Ventus list analog
feature,capacity,s2g,cooperative32,size_2048,passed,bytes=2048;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,363,passed,bytes=2048;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,229,not_in_ventus_list,,0,,CUDA cooperative reference; no Ventus list analog
feature,capacity,s2g,tma,size_2048,passed,bytes=2048;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,122,passed,bytes=2048;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,6,153,passed,bytes=2048;rank=2;layout=contiguous;outstanding=1;ctas=1;batch=0,1,159,exact numeric parameters
